observation_id,species,common_name,iconic_taxon,latitude,longitude,observed_on
210341317,Spiraea douglasii,Rose Spirea,Plantae,49.304625,-123.1375383333,2024-04-27
210341755,Anas platyrhynchos,Mallard,Aves,49.3053004845,-123.1384985895,2024-04-27
210342853,Sorbus,Rowans and Mountain Ashes,Plantae,49.0520927,-122.6887186997,2024-04-27
210343087,Lysichiton americanus,western skunk cabbage,Plantae,49.3047966667,-123.1378816667,2024-04-27
210343513,Polystichum munitum,western sword fern,Plantae,49.1237224779,-123.0631805678,2024-04-27
210343660,Poecile atricapillus,Black-capped Chickadee,Aves,49.3053781009,-123.138823975,2024-04-27
210343948,Spiraea douglasii,Rose Spirea,Plantae,49.3053430645,-123.1389283297,2024-04-27
210344103,Vaccinium,"blueberries, cranberries, and allies",Plantae,49.0520361,-122.6886077,2024-04-27
210344215,Larus glaucescens,Glaucous-winged Gull,Aves,49.0177,-122.79473,2024-04-26
210344708,Spiraea douglasii,Rose Spirea,Plantae,49.3051775107,-123.1389173455,2024-04-27
210345071,Ardea herodias,Great Blue Heron,Aves,49.3051338103,-123.1389674732,2024-04-27
210345261,Spiraea douglasii,Rose Spirea,Plantae,49.3047439185,-123.1404032931,2024-04-27
210345410,Cerioporus varius,Elegant Polypore,Fungi,49.2840853913,-122.7744846983,2024-04-27
210345554,Aix sponsa,Wood Duck,Aves,49.297583,-123.136776,2024-04-27
210345640,Branta canadensis,Canada Goose,Aves,49.297583,-123.136776,2024-04-27
210345669,Mycelis muralis,Wall Lettuce,Plantae,49.0521154,-122.68850072,2024-04-27
210345782,Athyrium filix-femina,lady fern,Plantae,49.3051191267,-123.1389172211,2024-04-27
210346045,Betula occidentalis,water birch,Plantae,49.30685206,-123.1406526416,2024-04-27
210346112,Coleoptera,Beetles,Insecta,49.3040087209,-123.1390618533,2024-04-27
210346233,Ranunculus,buttercups,Plantae,49.0521549997,-122.6884246997,2024-04-27
210346537,Tsuga heterophylla,western hemlock,Plantae,49.3046221514,-123.1392874941,2024-04-27
210346724,Branta canadensis,Canada Goose,Aves,49.3052565,-123.13878205,2024-04-27
210346907,Bryopsida,Joint-toothed Mosses,Plantae,49.1237860127,-123.0631314499,2024-04-27
210347203,Spiraea douglasii,Rose Spirea,Plantae,49.30521797,-123.13904914,2024-04-27
210347444,Typha angustifolia,narrow-leaved cattail,Plantae,49.3049848639,-123.1389931218,2024-04-27
210348031,Spiraea douglasii,Rose Spirea,Plantae,49.301705,-123.135682,2024-04-27
210348376,Spiraea douglasii,Rose Spirea,Plantae,49.3051936152,-123.1389518828,2024-04-27
210348836,Geophilus,Compost Centipedes,Animalia,49.3045102985,-123.1393531025,2024-04-27
210348983,Anas platyrhynchos,Mallard,Aves,49.301705,-123.135682,2024-04-27
210349031,Betula,birches,Plantae,49.30499182,-123.13883697,2024-04-27
210349092,Anas platyrhynchos,Mallard,Aves,49.301705,-123.135682,2024-04-27
210349104,Stereum ochraceoflavum,,Fungi,49.1242871982,-123.0623748729,2024-04-27
210349176,Anas platyrhynchos,Mallard,Aves,49.30513516,-123.13902425,2024-04-27
210349219,Spiraea douglasii,Rose Spirea,Plantae,49.30510016,-123.13905321,2024-04-27
210349252,Iris pseudacorus,Yellow Iris,Plantae,49.3051775219,-123.1392087043,2024-04-27
210349852,Lysichiton americanus,western skunk cabbage,Plantae,49.30401635,-123.1390777,2024-04-27
210349882,Alnus rubra,Red Alder,Plantae,49.3051892985,-123.1391486899,2024-04-27
210350136,Typha latifolia,broadleaf cattail,Plantae,49.30522626,-123.13923367,2024-04-27
210350235,Bryophyta,Mosses,Plantae,49.1250819597,-123.0619176538,2024-04-27
210350388,Nymphaeales,"Waterlilies, Fanworts, and Allies",Plantae,49.3053566694,-123.1393611283,2024-04-27
210350394,Nymphaeales,"Waterlilies, Fanworts, and Allies",Plantae,49.3026335,-123.1306494,2024-04-27
210350426,Maianthemum stellatum,star-flowered lily-of-the-valley,Plantae,49.2827269266,-122.7749441111,2024-04-27
210350820,Equisetum telmateia,great horsetail,Plantae,49.30514133,-123.13970414,2024-04-27
210350824,Tsuga heterophylla,western hemlock,Plantae,49.305142737,-123.1394508575,2024-04-27
210350927,Plethodon vehiculum,Western Red-backed Salamander,Amphibia,49.3138916667,-123.1401888333,2024-04-27
210351010,Scirpus microcarpus,Panicled Bulrush,Plantae,49.30516282,-123.1397303,2024-04-27
210351189,Equisetum telmateia,great horsetail,Plantae,49.3051359896,-123.1395040826,2024-04-27
210351350,Rhododendron ponticum,Pontic Rhododendron,Plantae,49.2851437675,-123.1421330665,2024-04-27
210351446,Scirpus microcarpus,Panicled Bulrush,Plantae,49.3051739596,-123.1400459727,2024-04-27
210351651,Tsuga heterophylla,western hemlock,Plantae,49.3051491492,-123.139311215,2024-04-27
210351652,Betula pendula,silver birch,Plantae,49.297583,-123.136776,2024-04-27
210351802,Iris pseudacorus,Yellow Iris,Plantae,49.297583,-123.136776,2024-04-27
210351844,Bryophyta,Mosses,Plantae,49.1253527743,-123.0611230681,2024-04-27
210352002,Spiraea douglasii,Rose Spirea,Plantae,49.30490908,-123.14002715,2024-04-27
210352179,Papaver cambricum,Welsh Poppy,Plantae,49.1254106878,-123.0609871484,2024-04-27
210352397,Papaver cambricum,Welsh Poppy,Plantae,49.1256159806,-123.0612123396,2024-04-27
210352458,Lysichiton americanus,western skunk cabbage,Plantae,49.3047247734,-123.1402419416,2024-04-27
210352515,Lysichiton americanus,western skunk cabbage,Plantae,49.3026335,-123.1306494,2024-04-27
210352668,Tsuga heterophylla,western hemlock,Plantae,49.297583,-123.136776,2024-04-27
210353162,Heracleum maximum,common cowparsnip,Plantae,49.125674637,-123.0607792077,2024-04-27
210353173,Iris pseudacorus,Yellow Iris,Plantae,49.30487357,-123.14054909,2024-04-27
210353508,Geum macrophyllum,Large-leaved Avens,Plantae,49.30486096,-123.1405238,2024-04-27
210353832,Urtica gracilis,slender stinging nettle,Plantae,49.1257860251,-123.0605449633,2024-04-27
210353923,Aesculus hippocastanum,horse-chestnut,Plantae,49.30486618,-123.14055403,2024-04-27
210353956,Aesculus hippocastanum,horse-chestnut,Plantae,49.3048015098,-123.1408132521,2024-04-27
210354826,Cladonia,pixie cup and reindeer lichens,Fungi,49.2020830624,-123.0179879137,2024-04-27
210355075,Taraxacum officinale,common dandelion,Plantae,49.3047285532,-123.140656072,2024-04-27
210355129,Arion,Arion Slugs,Mollusca,49.328034533,-123.012521557,2024-04-27
210355434,Urtica gracilis,slender stinging nettle,Plantae,49.1263121483,-123.059124541,2024-04-27
210355889,Nebria brevicollis,European Gazelle Beetle,Insecta,49.2453164115,-123.1328208275,2024-04-27
210355983,Taraxacum officinale,common dandelion,Plantae,49.30480339,-123.14099522,2024-04-27
210356026,Arion,Arion Slugs,Mollusca,49.3594412509,-123.166024561,2024-04-27
210356099,Phlebia radiata,Wrinkled Crust,Fungi,49.1263964718,-123.0590824694,2024-04-27
210356295,Arion,Arion Slugs,Mollusca,49.3249077117,-123.1681865078,2024-04-27
210356395,Thelephora terrestris,Common Fiber Vase,Fungi,49.1264577422,-123.0591776173,2024-04-27
210356737,Zygoptera,Damselflies,Insecta,49.3050116667,-123.1383278333,2024-04-27
210356764,Carex mertensii,mertens' sedge,Plantae,49.3046035711,-123.1410533936,2024-04-27
210356922,Poales,"Grasses, Sedges, Cattails, and Allies",Plantae,49.3059851,-123.1401009,2024-04-27
210357404,Mycelis muralis,Wall Lettuce,Plantae,49.2486383333,-122.9055866667,2024-04-27
210357680,Equisetum,,Plantae,49.30437168,-123.14124995,2024-04-27
210358094,Rhododendron calendulaceum,Flame Azalea,Plantae,49.2490166667,-122.8924466667,2024-04-27
210358746,Euphorbia characias,Mediterranean spurge,Plantae,49.2488883333,-122.893075,2024-04-27
210359495,Berberis thunbergii,Japanese barberry,Plantae,49.2489616667,-122.8930883333,2024-04-27
210360187,Rhododendron simsii,Red Azalea,Plantae,49.2489883333,-122.892595,2024-04-27
210360995,Cirsium,Plume Thistles,Plantae,49.1260229414,-123.0580268872,2024-04-27
210361719,Maianthemum dilatatum,Western Lily of the Valley,Plantae,49.305147389,-123.1396879816,2024-04-27
210361753,Arion,Arion Slugs,Mollusca,49.2798812308,-123.0080934122,2024-04-27
210362352,Maianthemum dilatatum,Western Lily of the Valley,Plantae,49.297583,-123.136776,2024-04-27
210362671,Bubo virginianus,Great Horned Owl,Aves,49.1257184478,-123.0573400988,2024-04-27
210362684,Sambucus racemosa,red-berried elder,Plantae,49.370705,-123.2699883333,2024-04-27
210362689,Nebria brevicollis,European Gazelle Beetle,Insecta,49.3588307063,-123.1059045517,2024-04-27
210362862,Gaultheria shallon,salal,Plantae,49.30401635,-123.1390777,2024-04-27
210362872,Julida,Snake Millipedes,Animalia,49.2578499694,-123.1262168309,2024-04-27
210363009,Ribes aureum,golden currant,Plantae,49.297583,-123.136776,2024-04-27
210364009,Ribes aureum,golden currant,Plantae,49.3051652844,-123.1396966988,2024-04-27
210364100,Rubus spectabilis,Salmonberry,Plantae,49.30401635,-123.1390777,2024-04-27
210364360,Rubus spectabilis,Salmonberry,Plantae,49.297583,-123.136776,2024-04-27
210364626,Camponotus modoc,Western Black Carpenter Ant,Insecta,49.3357860051,-123.0708468553,2024-04-27
210364933,Strix varia,Barred Owl,Aves,49.3046232686,-123.1409456861,2024-04-27
210364950,Bubo virginianus,Great Horned Owl,Aves,49.1257028333,-123.0573388333,2024-04-27
210365005,Equisetum,,Plantae,49.3044509338,-123.1411334404,2024-04-27
210365033,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.3026033,-123.1406611,2024-04-27
210365258,Haemorhous purpureus,Purple Finch,Aves,49.3044084823,-123.1411238854,2024-04-27
210365908,Tamiasciurus douglasii,Douglas's Squirrel,Mammalia,49.3008201144,-123.1425319612,2024-04-27
210366529,Crematogastrini,,Insecta,49.2641572955,-123.1073555775,2024-04-27
210367239,Spiraea douglasii,Rose Spirea,Plantae,49.305135822,-123.1396749896,2024-04-27
210367298,Magnoliopsida,Dicots,Plantae,49.3037919933,-123.141586315,2024-04-27
210367505,Pteridium aquilinum,common bracken,Plantae,49.304895429,-123.1400406082,2024-04-27
210367581,Pterostichus algidus,,Insecta,49.3054883333,-123.137925,2024-04-27
210368231,Salix,Willows,Plantae,49.3032470834,-123.0027662996,2024-04-27
210368268,Fomitopsis mounceae,Northern Red Belt,Fungi,49.3039397164,-123.1390484991,2024-04-27
210368343,Poecile atricapillus,Black-capped Chickadee,Aves,49.3038966,-123.14194237,2024-04-27
210368401,Fomitopsis mounceae,Northern Red Belt,Fungi,49.30503978,-123.13973154,2024-04-27
210369512,Pimoa altioculata,,Arachnida,49.305625,-123.1380388333,2024-04-27
210369649,Lysichiton americanus,western skunk cabbage,Plantae,49.297583,-123.136776,2024-04-27
210369870,Lysichiton americanus,western skunk cabbage,Plantae,49.3047722988,-123.1402219088,2024-04-27
210370113,Frangula purshiana,Cascara,Plantae,49.0519235,-122.6887832997,2024-04-27
210370369,Spiraea douglasii,Rose Spirea,Plantae,49.297583,-123.136776,2024-04-27
210370600,Ajuga reptans,carpet bugle,Plantae,49.3027891737,-123.0038352719,2024-04-27
210371139,Aesculus hippocastanum,horse-chestnut,Plantae,49.3047842478,-123.1404583679,2024-04-27
210371325,Hypericum perforatum,Common St. John's Wort,Plantae,49.0520690997,-122.6888177,2024-04-27
210371544,Rubus spectabilis,Salmonberry,Plantae,49.3752966667,-123.2601383333,2024-04-27
210371561,Aesculus hippocastanum,horse-chestnut,Plantae,49.297583,-123.136776,2024-04-27
210371866,Viola sempervirens,Redwood Violet,Plantae,49.36812,-123.2715083333,2024-04-27
210372701,Equisetum telmateia,great horsetail,Plantae,49.297583,-123.136776,2024-04-27
210372852,Lonicera involucrata,twinberry honeysuckle,Plantae,49.0520921,-122.6887724997,2024-04-27
210373249,Strix varia,Barred Owl,Aves,49.3675533333,-123.2744,2024-04-27
210373686,Taraxacum officinale,common dandelion,Plantae,49.0522071997,-122.6883756,2024-04-27
210373973,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.3030339059,-123.1393978,2024-04-27
210374214,Equisetum telmateia,great horsetail,Plantae,49.3049142464,-123.140716022,2024-04-27
210374988,Ranunculus repens,Creeping buttercup,Plantae,49.05215246,-122.68778773,2024-04-27
210375335,Melospiza melodia,Song Sparrow,Aves,49.297583,-123.136776,2024-04-27
210375633,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.1168759421,-122.7333194096,2024-04-27
210375728,Plantago major,greater plantain,Plantae,49.30270405,-123.13880841,2024-04-27
210376122,Crataegus monogyna,common hawthorn,Plantae,49.0521644,-122.6878446,2024-04-27
210377234,Spinus pinus,Pine Siskin,Aves,49.3013900779,-123.1340162829,2024-04-27
210377253,Hyacinthoides,Bluebells,Plantae,49.3035069963,-123.0064833263,2024-04-27
210378535,Salix,Willows,Plantae,49.0513618,-122.6873535,2024-04-27
210379547,Cepaea nemoralis,Brown-lipped Snail,Mollusca,49.0516407509,-122.7845481691,2024-04-27
210380395,Betula pendula,silver birch,Plantae,49.30272312,-123.13795345,2024-04-27
210380567,Catharus,Brown Thrushes and Nightingale-Thrushes,Aves,49.2923498058,-123.0013962664,2024-04-27
210381128,Hedera helix,common ivy,Plantae,49.30373761,-123.13737704,2024-04-27
210381546,Anaphalis margaritacea,pearly everlasting,Plantae,49.0515187997,-122.6873341997,2024-04-27
210383457,Magnoliopsida,Dicots,Plantae,49.0516159,-122.6874073,2024-04-27
210383877,Anas platyrhynchos,Mallard,Aves,49.2707903127,-123.1943485513,2024-04-26
210384151,Polystichum munitum,western sword fern,Plantae,49.0516097,-122.6874612,2024-04-27
210384860,Berberis aquifolium,Oregon grape,Plantae,49.05167,-122.6874734,2024-04-27
210385140,Fulica americana,American Coot,Aves,49.2709751668,-123.1944152713,2024-04-26
210386350,Castor canadensis,American Beaver,Mammalia,49.2708817554,-123.1944055483,2024-04-26
210386947,Lonicera ciliosa,orange honeysuckle,Plantae,49.0524348,-122.6877171997,2024-04-27
210387147,Selasphorus rufus,Rufous Hummingbird,Aves,49.2712648065,-123.1997461617,2024-04-26
210387686,Rubus parviflorus,thimbleberry,Plantae,49.0526116997,-122.6878868,2024-04-27
210387695,Branta canadensis,Canada Goose,Aves,49.097916,-123.17827,2024-04-27
210387696,Branta canadensis,Canada Goose,Aves,49.09803,-123.17812,2024-04-27
210387700,Plantago lanceolata,ribwort plantain,Plantae,49.098015,-123.178154,2024-04-27
210387706,Sambucus racemosa,red-berried elder,Plantae,49.0980170833,-123.178154,2024-04-27
210387711,Crataegus monogyna,common hawthorn,Plantae,49.0980085,-123.1781825,2024-04-27
210387712,Junco hyemalis,Dark-eyed Junco,Aves,49.098106,-123.17811,2024-04-27
210387715,Calypte anna,Anna's Hummingbird,Aves,49.0983720633,-123.17813625,2024-04-27
210387719,Ardea herodias,Great Blue Heron,Aves,49.0983606667,-123.1781526667,2024-04-27
210387721,Pseudotsuga menziesii,Douglas-fir,Plantae,49.098057,-123.17848,2024-04-27
210387727,Malva neglecta,dwarf mallow,Plantae,49.0981,-123.17851,2024-04-27
210387732,Cirsium arvense,creeping thistle,Plantae,49.098213,-123.17858,2024-04-27
210387733,Malva neglecta,dwarf mallow,Plantae,49.09814,-123.178535,2024-04-27
210387745,Sturnus vulgaris,European Starling,Aves,49.09822,-123.17873,2024-04-27
210387747,Anas acuta,Northern Pintail,Aves,49.0982641767,-123.1787552933,2024-04-27
210387749,Spatula clypeata,Northern Shoveler,Aves,49.0982620583,-123.178751765,2024-04-27
210387756,Hirundo rustica,Barn Swallow,Aves,49.098286,-123.17881,2024-04-27
210387759,Larinioides sclopetarius,Grey Cross Spider,Arachnida,49.098293,-123.17901,2024-04-27
210387760,Cirsium arvense,creeping thistle,Plantae,49.0981504,-123.179228,2024-04-27
210387762,Mareca americana,American Wigeon,Aves,49.09813,-123.17926,2024-04-27
210387769,Passer domesticus,House Sparrow,Aves,49.098278,-123.17906,2024-04-27
210387778,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,49.098686,-123.179375,2024-04-27
210387780,Columba livia domestica,Feral Pigeon,Aves,49.098698,-123.179375,2024-04-27
210387787,Columba livia domestica,Feral Pigeon,Aves,49.098717,-123.17942,2024-04-27
210387788,Senecio vulgaris,common groundsel,Plantae,49.098843,-123.17951,2024-04-27
210387789,Polistes dominula,European Paper Wasp,Insecta,49.098793,-123.179565,2024-04-27
210387799,Anthriscus caucalis,Bur Parsley,Plantae,49.098793,-123.179665,2024-04-27
210387801,Polistes dominula,European Paper Wasp,Insecta,49.098793,-123.17957,2024-04-27
210387802,Rumex obtusifolius,broad-leaved dock,Plantae,49.098854,-123.17996,2024-04-27
210387816,Arctium minus,lesser burdock,Plantae,49.09889,-123.180176,2024-04-27
210387818,Aix sponsa,Wood Duck,Aves,49.0988973333,-123.1801666667,2024-04-27
210387819,Rumex obtusifolius,broad-leaved dock,Plantae,49.099045,-123.1802716667,2024-04-27
210387825,Anas crecca,Green-winged Teal,Aves,49.099148,-123.18044,2024-04-27
210387827,Pipilo maculatus,Spotted Towhee,Aves,49.099228,-123.18058,2024-04-27
210387829,Poecile atricapillus,Black-capped Chickadee,Aves,49.099342,-123.1807,2024-04-27
210387839,Spatula clypeata,Northern Shoveler,Aves,49.09957,-123.18094,2024-04-27
210387840,Spatula clypeata,Northern Shoveler,Aves,49.0998455,-123.181078,2024-04-27
210387849,Ilex aquifolium,European holly,Plantae,49.0995532,-123.18094,2024-04-27
210387852,Anas crecca,Green-winged Teal,Aves,49.099857,-123.18108,2024-04-27
210387854,Pipilo maculatus,Spotted Towhee,Aves,49.100292,-123.18141,2024-04-27
210387862,Narcissus,daffodils,Plantae,49.100464,-123.181595,2024-04-27
210387863,Rubus armeniacus,Armenian Blackberry,Plantae,49.100754,-123.18178,2024-04-27
210387867,Aesculus hippocastanum,horse-chestnut,Plantae,49.10084,-123.18184,2024-04-27
210387876,Betula pendula,silver birch,Plantae,49.10099,-123.18197,2024-04-27
210387878,Melospiza melodia,Song Sparrow,Aves,49.101166,-123.182076,2024-04-27
210387879,Melospiza melodia,Song Sparrow,Aves,49.101227,-123.18212,2024-04-27
210387884,Pipilo maculatus,Spotted Towhee,Aves,49.101376,-123.182205,2024-04-27
210387887,Lamium galeobdolon argentatum,Variegated Yellow Archangel,Plantae,49.102318,-123.18286,2024-04-27
210387892,Lamium galeobdolon argentatum,Variegated Yellow Archangel,Plantae,49.102352,-123.18291,2024-04-27
210387900,Hedera,ivies,Plantae,49.102467,-123.18302,2024-04-27
210387901,Artemisia suksdorfii,coastal mugwort,Plantae,49.102562,-123.18312,2024-04-27
210387938,Turdus migratorius,American Robin,Aves,49.2702228393,-123.1961771473,2024-04-26
210388200,Geranium robertianum,Herb Robert,Plantae,49.0526673,-122.6875900997,2024-04-27
210388543,Calypte anna,Anna's Hummingbird,Aves,49.2711613327,-123.1994822994,2024-04-26
210388617,Lamium galeobdolon argentatum,Variegated Yellow Archangel,Plantae,49.0526827997,-122.6875495997,2024-04-27
210389400,Agelaius phoeniceus,Red-winged Blackbird,Aves,49.270951978,-123.1951210275,2024-04-26
210389892,Daphne laureola,Spurge-laurel,Plantae,49.0525188,-122.6873156997,2024-04-27
210390047,Ilex aquifolium,European holly,Plantae,49.3256639757,-123.0988235529,2024-04-27
210390085,Tachycineta bicolor,Tree Swallow,Aves,49.2710123562,-123.1965027004,2024-04-26
210390121,Lithobates catesbeianus,American Bullfrog,Amphibia,49.304895,-123.1397388333,2024-04-27
210390347,Rubus spectabilis,Salmonberry,Plantae,49.3255562278,-123.0987869261,2024-04-27
210390568,Verbascum,mulleins,Plantae,49.0523,-122.6872431,2024-04-27
210390646,Acer circinatum,Vine Maple,Plantae,49.3254089476,-123.0988443799,2024-04-27
210390785,Prunus avium,wild cherry,Plantae,49.3253782824,-123.0988631293,2024-04-27
210390963,Cardamine hirsuta,hairy bittercress,Plantae,49.2490283333,-122.8923033333,2024-04-27
210391257,Osmorhiza berteroi,mountain sweet cicely,Plantae,49.3251971553,-123.0988605233,2024-04-27
210391501,Prunus laurocerasus,Cherry laurel,Plantae,49.3251348322,-123.0988721358,2024-04-27
210391576,Equisetum arvense,field horsetail,Plantae,49.26985,-123.1986055556,2024-04-26
210391581,Rubus ursinus,trailing blackberry,Plantae,49.0522463,-122.6868197,2024-04-27
210391948,Vaccinium parvifolium,Red Huckleberry,Plantae,49.3248219405,-123.0991342351,2024-04-27
210392023,Strix varia,Barred Owl,Aves,49.2629440578,-123.0353458309,2024-04-26
210392027,Reynoutria japonica,Japanese knotweed,Plantae,49.248775,-122.892145,2024-04-27
210392088,Daphne laureola,Spurge-laurel,Plantae,49.3248324959,-123.0991807334,2024-04-27
210392373,Aceria cephalonea,Sycamore Cherry Mite,Arachnida,49.3247432831,-123.0991545918,2024-04-27
210392536,Dryocopus pileatus,Pileated Woodpecker,Aves,49.2705030766,-123.1946737692,2024-04-26
210392767,Hyacinthoides hispanica,Spanish Bluebell,Plantae,49.2957642923,-123.1458649569,2024-04-27
210392920,Ribes bracteosum,Stink Currant,Plantae,49.3247010694,-123.0991245929,2024-04-27
210392968,Prunus,"plums, cherries, and allies",Plantae,49.0244138333,-123.0726471667,2024-04-26
210393173,Fomes excavatus,Tinder Polypore,Fungi,49.0522545997,-122.6868457,2024-04-27
210393241,Thuja plicata,western redcedar,Plantae,49.3245236057,-123.0992722022,2024-04-27
210393409,Ardea herodias,Great Blue Heron,Aves,49.293706,-123.138375,2024-04-27
210393650,Hyacinthoides × massartiana,Hybrid bluebell,Plantae,49.3244178278,-123.0992932873,2024-04-27
210394541,Ribes sanguineum,Red-flowering Currant,Plantae,49.3242745356,-123.0996717662,2024-04-27
210395084,Amelanchier,serviceberries,Plantae,49.3244287902,-123.1000302628,2024-04-27
210395597,Anas platyrhynchos,Mallard,Aves,49.3244350775,-123.1004756075,2024-04-27
210397234,Angiospermae,Flowering Plants,Plantae,49.3045932738,-123.0030190719,2024-04-27
210397680,Troglodytes pacificus,Pacific Wren,Aves,49.2434844707,-122.935025543,2024-04-27
210397725,Cydonia oblonga,Quince,Plantae,49.248325,-122.9057166667,2024-04-27
210397754,Coprinus comatus,Shaggy Mane,Fungi,49.2477092,-122.9163310997,2024-04-27
210398165,Aporrectodea,,Animalia,49.2483116667,-122.9055633333,2024-04-27
210398421,Rubus spectabilis,Salmonberry,Plantae,49.10277,-123.18333,2024-04-27
210398428,Aesculus hippocastanum,horse-chestnut,Plantae,49.1028676667,-123.1834593333,2024-04-27
210398431,Lamium galeobdolon argentatum,Variegated Yellow Archangel,Plantae,49.102905,-123.18352,2024-04-27
210398444,Rubus spectabilis,Salmonberry,Plantae,49.10294,-123.18308,2024-04-27
210398446,Setophaga coronata,Yellow-rumped Warbler,Aves,49.10274,-123.1832983333,2024-04-27
210398456,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,49.1027761817,-123.183209545,2024-04-27
210398460,Zonotrichia atricapilla,Golden-crowned Sparrow,Aves,49.1027772733,-123.1832068183,2024-04-27
210398461,Setophaga coronata,Yellow-rumped Warbler,Aves,49.1027744117,-123.1831844117,2024-04-27
210398471,Aix sponsa,Wood Duck,Aves,49.1027720583,-123.1831820583,2024-04-27
210398474,Aix sponsa,Wood Duck,Aves,49.10277147,-123.18318147,2024-04-27
210398475,Setophaga coronata,Yellow-rumped Warbler,Aves,49.102783,-123.18319,2024-04-27
210398491,Setophaga coronata,Yellow-rumped Warbler,Aves,49.1027833433,-123.18319,2024-04-27
210398493,Selasphorus rufus,Rufous Hummingbird,Aves,49.102802,-123.183205,2024-04-27
210398497,Setophaga coronata,Yellow-rumped Warbler,Aves,49.102837,-123.183214,2024-04-27
210398506,Ilex aquifolium,European holly,Plantae,49.102802,-123.183266,2024-04-27
210398508,Rubus spectabilis,Salmonberry,Plantae,49.102764,-123.18346,2024-04-27
210398510,Pseudotsuga menziesii,Douglas-fir,Plantae,49.102755,-123.18351,2024-04-27
210398515,Polystichum munitum,western sword fern,Plantae,49.102753,-123.1835226,2024-04-27
210398524,Heracleum maximum,common cowparsnip,Plantae,49.10266,-123.184586,2024-04-27
210398525,Pinus monticola,western white pine,Plantae,49.102627,-123.18487,2024-04-27
210398526,Rumex obtusifolius,broad-leaved dock,Plantae,49.102535,-123.18556,2024-04-27
210398537,Cirsium vulgare,Bull Thistle,Plantae,49.102528,-123.1856,2024-04-27
210398551,Bromus tectorum,Cheatgrass,Plantae,49.102356,-123.18611,2024-04-27
210398552,Geum macrophyllum,Large-leaved Avens,Plantae,49.102024,-123.1865288333,2024-04-27
210398557,Argentina anserina,common silverweed,Plantae,49.102024,-123.1865218333,2024-04-27
210398566,Betula pendula,silver birch,Plantae,49.101997,-123.18666,2024-04-27
210398582,Solidago canadensis,Canada goldenrod,Plantae,49.102024,-123.18659,2024-04-27
210398635,Spatula clypeata,Northern Shoveler,Aves,49.102173,-123.18605,2024-04-27
210398701,Taraxacum officinale,common dandelion,Plantae,49.102295,-123.18561,2024-04-27
210398746,Juncus effusus,Soft Rush,Plantae,49.102425,-123.18493,2024-04-27
210398791,Poaceae,Grasses,Plantae,49.10243,-123.18475,2024-04-27
210398798,Canis familiaris,Domestic Dog,Mammalia,49.2843257547,-122.856093219,2024-04-27
210398873,Rosa multiflora,multiflora rose,Plantae,49.102497,-123.18427,2024-04-27
210398918,Hyacinthoides,Bluebells,Plantae,49.26978,-123.1574555,2024-04-27
210398951,Ranunculus repens,Creeping buttercup,Plantae,49.10249,-123.1841,2024-04-27
210399024,Polystichum munitum,western sword fern,Plantae,49.10249,-123.183876,2024-04-27
210399074,Thuja plicata,western redcedar,Plantae,49.101925,-123.18304,2024-04-27
210399120,Rubus laciniatus,Cutleaf Blackberry,Plantae,49.101814,-123.18293,2024-04-27
210399158,Ixoreus naevius,Varied Thrush,Aves,49.3035044453,-123.0029173111,2024-04-27
210399196,Lonicera periclymenum,Common Honeysuckle,Plantae,49.10174,-123.18288,2024-04-27
210399273,Plantago major,greater plantain,Plantae,49.101673,-123.182846,2024-04-27
210399375,Crataegus monogyna,common hawthorn,Plantae,49.101612,-123.182846,2024-04-27
210399424,Rubus spectabilis,Salmonberry,Plantae,49.101585,-123.182846,2024-04-27
210399498,Berberis aquifolium,Oregon grape,Plantae,49.101513,-123.182846,2024-04-27
210399545,Taraxacum officinale,common dandelion,Plantae,49.10145,-123.182846,2024-04-27
210399594,Rubus armeniacus,Armenian Blackberry,Plantae,49.101383,-123.18283,2024-04-27
210399653,Rubus spectabilis,Salmonberry,Plantae,49.101303,-123.18278,2024-04-27
210399694,Anas acuta,Northern Pintail,Aves,49.10085,-123.18252,2024-04-27
210399705,Syntrichia,,Plantae,49.4025943307,-123.2450900411,2024-04-27
210399752,Rumex obtusifolius,broad-leaved dock,Plantae,49.100555,-123.18224,2024-04-27
210399806,Betula pendula,silver birch,Plantae,49.100414,-123.18217,2024-04-27
210399854,Mareca penelope,Eurasian Wigeon,Aves,49.099766,-123.182655,2024-04-27
210399876,Sorbus scopulina,Greene's mountain ash,Plantae,49.2965658711,-123.1425618203,2024-04-27
210400055,Geranium robertianum,Herb Robert,Plantae,49.4047767669,-123.2454388317,2024-04-27
210400658,Antigone canadensis,Sandhill Crane,Aves,49.2425389297,-122.9354520003,2024-04-27
210401456,Pipilo maculatus,Spotted Towhee,Aves,49.2420295297,-122.9441118613,2024-04-27
210401561,Lonicera,honeysuckles,Plantae,49.24419304,-122.93516919,2024-04-27
210401722,Coprinus comatus,Shaggy Mane,Fungi,49.2465139722,-122.914055,2024-04-27
210402131,Peziza vesiculosa,blistered cup,Fungi,49.2476359722,-122.9165189722,2024-04-27
210402550,Anas crecca,Green-winged Teal,Aves,49.2715345396,-123.1969226783,2024-04-26
